id,talk_id,speaker_id,reference,hypothesis,wer
<F0_M>,DavidMerrill_2009,David_Merrill,i want to start out by asking you to think back to when you were a kid playing with blocks as you figured out how to reach out and grasp pick them up and move them around you were actually learning how to think and solve problems by understanding and manipulating spatial relationships,i started by asking you to think back to win or a kid playing with blocks as you figured out how to reach out and grasp pick them up and move them around her all learning how to think in sad problems by understanding and manipulating spatola relationships,0.0456140350877193
<F0_M>,DavidMerrill_2009,David_Merrill,spatial reasoning is deeply connected to how we understand a lot of the world around us so,spasso reasoning is deeply connected with how we understand a lot of the world around us so,0.022222222222222223
<F0_M>,DavidMerrill_2009,David_Merrill,as a computer scientist inspired by this utility of our interactions with physical objects along with my adviser pattie and my collaborator jeevan kalanithi i started to wonder,as a computer scientist inspired by the utility of air nor actions with fiscal objects along with my adviser pad and calabar even cant i started to wonder,0.056818181818181816
<F0_M>,DavidMerrill_2009,David_Merrill,what if when we used a computer instead of having this one mouse cursor that was a like a digital fingertip moving around a flat desktop what if we could reach in with both hands and grasp information physically arranging it the way we wanted,what if when we use the computer instead of having this one moss courser that was like a diana fingertip moving around a flat dust or if we could reach in with both hands and grasp information silly arranging at the way he wanted,0.045454545454545456
<F0_M>,DavidMerrill_2009,David_Merrill,this question was so compelling that we decided to explore the answer by building siftables,this question was so compelling that we decided to explore the answer by belding empties,0.02197802197802198
<F0_M>,DavidMerrill_2009,David_Merrill,in a nutshell a siftable is an interactive computer the size of a cookie they are able to be moved around by hand they can sense each other they can sense their motion and they have a screen and a wireless radio,in a nut shell as it is an inactive computer the size of a cock their able to be moved round by hand they consent each other they consent their motion and have a screen in a war a radio,0.08056872037914692
<F0_M>,DavidMerrill_2009,David_Merrill,most importantly they are physical so like the blocks you can move them just by reaching out and grasping and siftables are an example of a new ecosystem of tools for manipulating digital information,most importantly their fiscal or like the blacks you can move them just by reaching out and grasping and the stables an example of an egoism of tools from manipulating didna information,0.06030150753768844
<F0_M>,DavidMerrill_2009,David_Merrill,and as these tools become more physical more aware of their motion aware of each other and aware of the nuance of how we move them we can start to explore some new and fun interaction styles so i am going to start with some simple examples this siftable is configured to show video and if i tilt it in one direction it will roll the video this way if i tilt it the other way,and as his tools become more fiscal more aware of their motion aware of each other and aware of the new and of how we move them we can start to explore some new and fun interaction stiles some start with some simple examples this title can figured to show and if i told any one drain her hev this way if i told it the other way,0.06417112299465241
<F0_M>,DavidMerrill_2009,David_Merrill,it rolls it backwards and these interactive portraits are aware of each other so if i put them next to each other they get interested,it rolls it backwards and the native porters aware of each other so if i put them next to each other they get interested,0.03007518796992481
<F0_M>,DavidMerrill_2009,David_Merrill,if they get surrounded they notice that too they might get a little flustered and they can also sense their motion and tilt,if the gate surrounded the notes that the home get all flustered and they can also send their motion and tip,0.08943089430894309
<F0_M>,DavidMerrill_2009,David_Merrill,so one of the interesting implications on interaction we started to realize was that we could use everyday gestures on data,so one of the interesting implications of narration we started to realize was that we could yes every day gestures on dat,0.04878048780487805
<F0_M>,DavidMerrill_2009,David_Merrill,like pouring a color the way we might pour a liquid so in this case we have got 3 siftables configured to be paint buckets and i can use them to pour color into that central one where they get mixed if we overshoot we can pour a little bit back,like pouring a caller the way we might pour liquid so in this case we got there empties and figure to be pant but and in use them to pour caller into that sentry on where they get mixed if we over shut we can pour a little bit back,0.06557377049180328
<F0_M>,DavidMerrill_2009,David_Merrill,there are also some neat possibilities for education like language math and logic games where we want to give people the ability to try things quickly and view the results immediately so here i am,there also some neat possibilities for education like language matt an lodgings or want to give people the ability to try things quickly and view the result immediately to her ma,0.061224489795918366
<F0_M>,DavidMerrill_2009,David_Merrill,this is a fibonacci sequence that i am making with a simple equation program here we have a word game that is kind of like a mash up between scrabble and boggle basically in every round you get a randomly assigned letter on each siftable,this is the fervent sequins that making with a simple acadian program here hev a word game that came like a mast between scramble and bag basil in every round you get a randomly sind letter on each stable,0.0759493670886076
<F0_M>,DavidMerrill_2009,David_Merrill,and as you try to make words it checks against a dictionary then after about 30 seconds it reshuffles and you have a new set of letters and new possibilities to try,and as he tried to make words hat checks against the dictionary then after about 30 seconds it re shuffles and ave a new set of letters and no possibility to cry,0.06707317073170732
<F0_M>,DavidMerrill_2009,David_Merrill,thank you,i do,0.2222222222222222
<F0_M>,DavidMerrill_2009,David_Merrill,so these are some kids that came on a field trip to the media lab and i managed to get them to try it out and shoot a video,so these are some kinds that came on a field trip to the mad aloud and i managed to get them to tried out in shoved,0.07317073170731707
<F0_M>,DavidMerrill_2009,David_Merrill,they really loved it and one of the interesting things about this kind of application is that you do not have to give people many instructions all you have to say is make words and they know exactly what to do,they really loved it and one of the interesting things about his canoe application is that you have to give people many instructions all haf to say as make words and they know exactly what to do,0.03827751196172249
<F0_M>,DavidMerrill_2009,David_Merrill,so here is another few people trying it out,hers another a few people think it out,0.11627906976744186
<F0_M>,DavidMerrill_2009,David_Merrill,that is our youngest beta tester down there on the right,that ar youngest bad a tester down there on the right,0.07142857142857142
<F0_M>,DavidMerrill_2009,David_Merrill,turns out all he wanted to do was to stack the siftables up so to him they were just blocks,turns out all he wanted to do was to stake the cities so to him there just blond one,0.07692307692307693
<F0_M>,DavidMerrill_2009,David_Merrill,now this is an interactive cartoon application and we wanted to build a learning tool for language learners and this is felix actually,now this is an inactive carton application and we wanted to build a learning to for for language learners and this is felix actually,0.029850746268656716
<F0_M>,DavidMerrill_2009,David_Merrill,and he can bring new characters into the scene just by lifting the siftables off the table that have that character shown on them here he is bringing the sun out,and he can bring no characters into the seine just by lifting the titles of the table that have that carter shone on them paris bringing the sun out,0.055900621118012424
<F0_M>,DavidMerrill_2009,S38,the sun is rising,the sun is rising,0.0
<F0_M>,DavidMerrill_2009,David_Merrill,now he is brought a tractor into the scene,now his but a tractor into the sand,0.09523809523809523
<F0_M>,DavidMerrill_2009,S40,the orange tractor,the ranch tractor,0.05555555555555555
<F0_M>,DavidMerrill_2009,S40,good job yeah,and some had,0.23076923076923078
<F0_M>,DavidMerrill_2009,David_Merrill,so by shaking the siftables and putting them next to each other he can make the characters interact,so by shaking the captives noting the next to each other he can make the carters in act,0.0707070707070707
<F0_M>,DavidMerrill_2009,David_Merrill,inventing his own narrative,inventing his own narrative,0.0
<F0_F>,DavidMerrill_2009,S51,hello,alone,0.2
<F0_M>,DavidMerrill_2009,David_Merrill,it is an open ended story and he gets to decide how it unfolds,it is an open ended story an he gets to decide how it unfolds,0.016129032258064516
<F0_M>,DavidMerrill_2009,S44,fly away cat,fire at,0.25
<F0_M>,DavidMerrill_2009,David_Merrill,so the last example i have time to show you today is a music sequencing and live performance tool that we have built recently in which siftables act as sounds like lead bass and drums,so the last example i have time to show you to day is a musick squinting and live performance to that we belt recently in which septimus act as sounds like lead bats and drums,0.04918032786885246
<F0_M>,DavidMerrill_2009,David_Merrill,each of these has 4 different variations you get to choose which one you want to use and you can inject these sounds into a sequence that you can assemble into the pattern that you want,each of these has for different variations ought to choose which one you want yes and you can get these sounds into a sequence that you can assemble into the padron that you want,0.03783783783783784
<F0_M>,DavidMerrill_2009,David_Merrill,and you inject it by just bumping up the sound siftable against a sequence siftable there are effects that you can control live like reverb and filter you attach it to a particular sound and then tilt to adjust it,and indeed it by just bumping up the counsel against the sensible there are effects that you can control live like revere and filter attach it to particular sound then tilt to a seat,0.06103286384976526
<F0_M>,DavidMerrill_2009,David_Merrill,and then overall effects like tempo and volume that apply to the entire sequence so let us have a look,and then over life is like temper and alum that applied to the entire sequence so let us have a look,0.058823529411764705
<F0_M>,DavidMerrill_2009,David_Merrill,we will start by putting a lead,start by putting a lead,0.06451612903225806
<F0_M>,DavidMerrill_2009,David_Merrill,into 2 sequence siftables arrange them into a series,in it are 2 sequences arrange them into paris,0.1346153846153846
<F0_M>,DavidMerrill_2009,David_Merrill,extend it add a little more lead now i put a bassline in,extended and altered the note put a basin and,0.19642857142857142
<F0_M>,DavidMerrill_2009,David_Merrill,now i will put some percussion in,now put some precaution and the lip,0.18181818181818182
<F0_M>,DavidMerrill_2009,David_Merrill,and now i will attach the filter to the drums so i can control the effect live,an now attach the filter the drums i can control the effective,0.08974358974358974
<F0_M>,DavidMerrill_2009,David_Merrill,i can speed up the whole sequence by tilting the tempo to 11 way or the other,i can set up the seine by halting the tempo to win one way or the other,0.07792207792207792
<F0_M>,DavidMerrill_2009,David_Merrill,and now i will attach the filter to the bass for some more expression,now la tache the filter to the bay for some repression,0.10144927536231885
<F0_M>,DavidMerrill_2009,David_Merrill,i can rearrange the sequence while it plays i do not have to plan it out in advance but i can improvise changing it making it longer or shorter as i go,i can rearrange the sequence while it plays i dono to plan it out in advance but i can improvise changing it making it longer or shorter as i go,0.019867549668874173
<F0_M>,DavidMerrill_2009,David_Merrill,and now finally i can fade the whole sequence out using the volume siftable tilted to the left,and now finally can fade the sequence out using the amiable tilted to the raft,0.05319148936170213
<F0_M>,DavidMerrill_2009,David_Merrill,thank you so,g s,0.25
<F0_M>,DavidMerrill_2009,David_Merrill,as you can see my passion is for making new human computer interfaces that are a better match to the way our brains and bodies work and today i had time to show you,as you can see my passion is for making no human copper nor faces that are a better match to the ways are brains and bodies work and today i had time to show you,0.036585365853658534
<F0_M>,DavidMerrill_2009,David_Merrill,one point in this new design space and a few of the possibilities that we are working to bring out of the laboratory,one point in this new design space and a few of the possibilities that were working to bring out the laboratory,0.02586206896551724
<F0_M>,DavidMerrill_2009,David_Merrill,so the thought i want to leave you with is that we are on the cusp of this new generation of tools for interacting with digital media that are going to bring information into our world on our terms thank you very much i look forward to talking with all of you,so that that i want to leave with as it were on the cause of this new generation of tools for interacting with dill made there go bring information into are world on arthur is thanks very much i look for to take it all,0.09266409266409266
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,i am a writer writing books is my profession but it is more than that of course it is also my great lifelong love and fascination and i do not expect that that is ever going to change but that said,i am a writer writing books is my profession but it is more than that of course it is also my great life long love and fascination and i do not expect that that ever a change but that sad,0.030456852791878174
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,something kind of peculiar has happened recently in my life and in my career which has caused me to have to sort of recalibrate my whole relationship with this work,am something kind of poker has happened recently in my life and in my career which has caused me to have this sort of recall my relationship with this work,0.03048780487804878
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,and the peculiar thing is that i recently wrote this book this memoir called eat pray love which decidedly unlike any of my previous books went out in the world for some reason and became this big mega sensation international bestseller thing the result of which is that everywhere i go now people treat me like i am doomed,and damn the peculiar thing is that i recently wrote this book this memoir called at pray love am which decidedly unlike any of my previous books am win out in the world for some reason and became this big meg sensation international besser thing the result of which is that everywhere i go now people treat me like one doomed,0.02786377708978328
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,seriously doomed doomed like they come up to me now all worried and they say are not you afraid are not you afraid you are never going to be able to top that are not you afraid you are going to keep writing for your whole life and you are never again going to create a book that anybody in the world cares about at all ever again,am seriously hit domed doomed like the comet menlik a word and they say and you afraid manchu afraid your never gone be able to tap that manchu afraid your gun cheap riding for half and her never again gone create a book that anybody in the world cares about at all ever again,0.11246200607902736
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,so that is reassuring you know but it would be worse except for that i i happen to remember that over 20 years ago when i 1st started telling people when i was a teenager that i wanted to be a writer i was met with this same kind of sort of fear based reaction and people would say,so that is re sharing now but it would be worse except for that i happened to remember that over 20 years ago when i 1st started telling people what was a tear that i wanted to be a writer i was met with the same kind of sort of forbade reaction and people would say,0.03914590747330961
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,are not you afraid you are never going to have any success are not you afraid the humiliation of rejection will kill you are not you afraid that you are going to work your whole life at this craft and nothing is ever going to come of it and you are going to die on a scrap heap of broken dreams with your mouth filled with bitter ash of failure,are not you afraid your never goin to have any success and afraid the humiliation of rejection will kill ar not you afraid that you can work your whole life at this craft and nothing ever can convent or got on a scrap heap of broken dreams with your mouth filled with bitter ash of fear,0.06976744186046512
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,like that you know and a a the answer,like that un and name the answer,0.10810810810810811
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,the short answer to all those questions is yes yes i am afraid of all those things and i always have been and i am afraid of many many more things besides that you know people can not even guess at like,short answer to those questions is yes yes i am afraid of all those things and ways have been and am afraid of many many more things besides that no people can even get at like,0.04455445544554455
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,seaweed and and other things that are scary but when it comes to writing the the thing that i have been sort of thinking about lately and wondering about lately is why you know is it rational is it logical that anybody should be expected to be afraid of the work that they feel they were put on this earth to do you know and what is it,am sewed and and other things that are scary but when it comes to riding me the thing that had ben sort of thinking about lately and wondering about lately is why you now is it rational is it laura that am anybody should be expected to be afraid of the work that they felt they were put on this earth to undo me and what is it,0.041791044776119404
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,specifically about creative ventures that seems to make us really nervous about each other is mental health in a way that other careers kind of do not do you know like my dad for example was a chemical engineer,specifically about creative ventures that seemed to make us really nervous about each other is mental health and away that other careers and do not do no mo like my dad for example was a camel engineer,0.04285714285714286
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,and i do not recall once in his 40 years of chemical engineering anybody asking him if he was afraid to be a chemical engineer you know it just did not come that chemical engineering block john you know how is it going it just did not come up like that you know but,and am i do not recall wounds in his 40 years of camel endearing anybody asking him if he was afraid to be a camel near you now it just did not come like a camel endearing black on no house and name it is just then come up like that you no but,0.0830188679245283
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,to be fair right chemical engineers as a group you know have not really earned a reputation over the centuries for being alcoholic manic depressives and,to be fair or right om came engineers as a group now have not really earned a reputation over the sentry is for being alcoholic manic depressive some end,0.06578947368421052
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,we writers you know we kind of do have that reputation and not not just writers but creative people across all genres it seems have this reputation for being enormously mentally unstable and you know all you have to do is look at the very grim,we writers you now we can not have that reputation and not natus writers but creative people across a son as it seems have this reputation for being enormously mentally unstable m and now all you have to do is look at the very grim,0.04938271604938271
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,death count in the 20th century alone of of really magnificent creative minds who died young and often at their own hands you know and even the ones who did not literally commit suicide seem to be really undone,death count in the 20th century alone ov a really magnificent creative minds who died young and often at their own hands now am and even the ones who did not literally commit so side seemed to be really undone,0.03333333333333333
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,by their gifts you know norman mailer just before he died last interview he said every one of my books has killed me a little more,by their gifts now am norman mailer just before he died the last interview he said every one of my books has chilled me a little more,0.03076923076923077
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,an extraordinary statement to make about your life is work you know but we do not even blink when we hear somebody say this because we have heard that kind of stuff,an extraordinary statement to make about your life is work now but we do not even blink when we hear somebody say this because we have heard that can stuff,0.024390243902439025
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,for so long and somehow we have completely internalized and accepted collectively this notion that creativity and suffering are somehow inherently linked and that artistry in the end will always ultimately lead to anguish and the question that i want to ask everybody here today is are you guys all cool with that idea,for so long and some however completely internals an accepted collectively this notion that creative and suffering are somehow in harney lint and that artistry in the end will always alternately lead to anguish and the question that i want to ask everybody here today is omar you is all cool with that idea,0.03773584905660377
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,like are you comfortable with that because you look at it even from an inch away and you know i am not at all comfortable with that assumption i think it is odious and i also think it is dangerous and i do not want to see it perpetuated into the next century i think it is better if we encourage you know our great creative minds to live,her comfortable with that because m you look at it even from an inch away and now am not at all comforter with that assumption i think it is odious and i also think its dangers and i don want see it perpetuated into the next century i think better if we encourage now are great rave minds to live,0.05934718100890208
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,you know and i and i i definitely know that in in my case in my situation it would be very dangerous for me to start sort of leaking down that dark path of assumption you know particularly given the circumstance that i am in right now in my career which is you know,now mind and defiantly know that and in my case in my situation it would be very dangerous for me to start a sort of leaping down that dark path of someone no particularly given the sarcumstance that i am in it now in my career which is now,0.06415094339622641
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,like check it out i am pretty young i am only about 40 years old i still have maybe another 4 decades of work left in me and it is exceedingly likely that anything i write from this point forward is going to be judged by the world as the work that came after the freakish success of my last book right,like checking me pretty young am only about 40 years old still have may be another for decades of work left in me and its headingly likely that anything i write from this point forward is goin to be judged by the world as the work that came after the fresh success of my last book right,0.04983388704318937
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,i i should just put it bluntly because we are all sort of friends here now it is exceedingly likely that my greatest success is behind me,i should spot bluntly conserve to refrain her now its dingy likely that my greatest success is behind me,0.10948905109489052
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,you know so jesus what a thought you know like that is the kind of thought that could lead a person to start drinking gin at 90 clock in the morning and,i now am sides is what the hut you know like that the kind of hat that could lead a person to start drinking in at 9 a clock in the morning and,0.07894736842105263
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,you know i do not want to go there you know i would prefer to keep doing this work that i love and so the question becomes how you know and and so it seems to me upon a lot of reflection that that the way that i have to,no i do not want a cow the hair no i would prefer to keep doing this work that i love and so the question becomes how now and and so it seems to me upon a lot of reflection that that the way that i have to,0.0410958904109589
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,work now in order to continue writing is that i have to create some sort of protective psychological construct right i have to sort of find some way to have a a safe distance you know between me as i am writing and my,work now in order continue writing is that i have to create some sort of protective silage contract rat i haf to sir to find some way to have a a safe distance uno between me as i am writing and my,0.041474654377880185
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,very natural anxiety about what the reaction to that writing is going to be from now on and and as i have been looking over the last year for like models for how to do that i have been sort of looking across time and i have been trying to find like other societies to see if they might have had,very natural anxiety about what the reaction to that riding is goin to be from now on and and as ben looking over the last year for like models for how to do that i would be sort of looking across time and bent into find like other says to see if they have had,0.047619047619047616
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,better and saner ideas than we have about how to help creative people sort of manage the inherent emotional risks of of creativity and that search has led me to ancient greece and ancient rome,better and saner ideas than we have about how to help me creative people sort of mange the inherent emotional risks of fame of ratify and that serch has led me to ancient gris and ancient rome,0.03125
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,so stay with me cause it does circle around and back but ancient greece and ancient rome people did not happen to believe that creativity came from human beings back then ok people believed that creativity was this divine attendant spirit that came to human beings from some distant and unknowable source for distant and unknowable reasons the greeks famously called these divine attendant spirits of creativity daemons,so stay with me as it does cercle around back but some ancient cross an ancient rome people did not happen to believe that creativity came from human beings back then okay people believed that creativity was this divine attendant spirit that came to human beings from some distant and unknowable sors for distant and noble reasons the greeks famously called these divine attendant spirits of creativity damns,0.02386634844868735
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,socrates famously believed that he had a daemon who spoke wisdom to him from afar the romans had the same idea but they called that sort of disembodied creative spirit a genius,socrates famously believed that he had a damn who spoke wisdom to him from afar the romans had the same idea but they called that sort of disembodied creative spirit a genius,0.005681818181818182
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,which is great cause the romans did not actually think that a genius was a particularly clever,m which is gray as the romans did not actually think that agnes was a particularly clever,0.05319148936170213
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,individual they believed that a genius was this sort of magical divine entity who was believed to literally live in the walls,individual they believed that agnes was the sort of magical divine entity am who was believed to literally live in the walls,0.032
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,of an artist is studio kind of like dobby the house elf and who would come out and sort of invisibly assist the artist with their work and would shape the outcome of that work so brilliant there it is right there that distance that i am talking about that psychological construct to protect you from the results of your work you know and everyone knew that this is how it functioned,of an artist studio unlike dab the house alf om and who would come out and serve invisibly assisted the artist with the work and would shape the outcome of that work so brilliant there it is right there at that distance that m taking about that saladin contract to protect from the results of your work now and every one knew that this is how it functioned,0.05759162303664921
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,right so the ancient artist was protected from certain things like for example too much narcissism right if your work was brilliant,right to the ancient artist was protected from certain things like for sample too much nor aim at if her work was brilliant,0.04580152671755725
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,you could not take all the credit for it everybody knew you had this like this disembodied genius who had helped you if your work bombed not entirely your fault you know everyone knew your genius was kind of lame and,could not take all the credit for it everybody knew you had this like disembodied genius who had helped if yer were boomed not entirely your falt now am every one your genius was kind of lame and,0.05092592592592592
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,this is how people thought about creativity in the west for a really long time,this is how people that about creative in the west for a wily long time,0.038461538461538464
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,and then the renaissance came and everything changed and we had this big idea and the big idea was let us put the individual human being at the center of the universe right above all gods and mysteries and there is no more room for like mystical creatures who take dictation from the divine and and it is the beginning of rational humanism and people started to believe that creativity came completely from the self of the individual and for the 1st time in history,tidy in the west for a real long time and then the reason came and everything changed and we had this big idea and the big idea was let us put the individual human being at the center of the universe right above all gods and mistris anthers no more room for like mist creturs who take dictation from the divine and and the beginning of rational humanism and adam people started believe that creativity came completely from the self of the individual and for the 1st time in history,0.043010752688172046
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,you start to hear people referring to this or that artist as being a genius rather than having a genius and i got to tell you i think that was a huge,you start to hear people referring to this or that artist as being a genius rather than having a genius and i got a tale i think that was a hedge,0.026845637583892617
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,error you know i think that allowing somebody like one mere person to believe that he or she is like the vessel you know like the font and the essence and the source of all divine creative unknowable eternal mystery is just like a smidge too much responsibility to put on one fragile human psyche it is like asking somebody to swallow the sun,are now i think that allowing somebody like une mer person to believe that he or she is like the vessel now like the faint and the essence of the source of all divine creative unknowable eternal mastery is just like a smile too much responsibility to put on an fragile human sick it is like asking somebody to swallow the sun,0.038011695906432746
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,you know it just completely warps and distorts egos and it creates all these unmanageable expectations about performance and i think the pressure of that,now it just completely warps into sorts egos and create all these unmanageable expectations about performances and i think the pressure of that,0.0457516339869281
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,has been killing off our artists for the last 500 years and if this is true and i i think it is true,has been calling off are artists for the last 500 years and dom if this is true and i think it is true,0.04
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,the question becomes you know what now you know can we do this differently maybe go back to some more ancient understanding about the relationship between humans and the creative mystery,the question becomes now what now now can we do this differently may be go back to some more ancient understanding about the relationship between humans and the creative mastery am,0.043010752688172046
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,maybe not you know like maybe we can not just erase 500 years of rational humanistic thought in 118 minute speech and there is probably people in this audience who would raise like really legitimate scientific suspicions about the notion of basically fairies who follow people around like,maybe not now like a man who can thus array 500 years of rational humanistic that in on a 10 minits peach and hers polly people in this audience who would raise like really legitimate scientific suspicions about the notion of basil fairy is who follow people around like,0.06944444444444445
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,rubbing fairy juice on their projects and stuff like i i am not probably going to bring you all along with me on this but the the question that i kind of want to pose is you know why not why not think about it this way because it makes as much sense as anything else i have ever heard,its rubbing fergus on the prudent and stuff like i am not phalguna bring along with me on this me but then that the question the hangin and posed is uno why nat am why not think about it this way because it makes as much sense as anything else i have ever heard,0.0880281690140845
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,in terms of explaining the utter maddening capriciousness of the creative process a process which as anybody who has ever tried to make something which is to say as,in terms of explaining the utter maddening capriciousness of the creative process a process which as anybody who has ever tried to make something which is to say as,0.0
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,basically everyone here knows does not always behave rationally and in fact can sometimes feel downright,baily every one here knows does not always behave rationally and in fact can sometimes fell down right,0.057692307692307696
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,paranormal i had this encounter recently where i met the extraordinary american poet ruth stone who is now in her 90s but she has been a poet her entire life and she told me that when she was growing up in rural virginia she would be out working in the fields and she said she would feel and hear a poem coming at her,par normal i had this encounter recently where i met the extraordinary american poet roth stone who was now in her kinds but she has been a poet her entire life and she told me that when she was growing up in world vein she would be out working in the fields and she said she would like fell and here a pome coming at her,0.03470031545741325
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,from over the landscape and she said it was like a thunderous train of air and it would come barreling down at her over the landscape and when she felt it coming because it would shake the earth under her feet she knew that she had only one thing to do at that and that was to in her words run like hell and she would run like hell to the house,from over the landscape and she said i was like a undress train of air and i would come bearing down at her over the landscape and when she felt it coming as told like shake the art under her feet she knew that she had only one thing to do at that and that was too in her words run like hell and should like run like hell to the house,0.03197674418604651
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,and she would be getting chased by this poem and the whole deal was that she had to get to a piece of paper and a pencil fast enough so that when it thundered through her she could collect it and grab it on the page and other times she would not be fast enough so she would be running and running and running and she would not get to the house and the poem would like barrel through her and she would miss it and she said it would continue on across the landscape looking as she put it for another poet,and she being chased by his poem and the hold was that she had to get to a peace of paper in pencil fast enough so that when it thundered through her she could collect it and name and grave on the page and other times she would be fast enough so she be like running and running running and the she would get to the house an the pom wold like bear through her and she would miss it and she said it would continue on across the landscape looking as she put it for another pot,0.045816733067729085
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,and and then there were these times this is the piece i never forgot she said that there were moments where she would almost miss it right so she is like running to the house and she is looking for the paper and the poem passes through her and she grabs a pencil just as it is going through her and then she said it was like she would reach out with her other hand and she would catch it,and now and then there are these times this is the peace i never forget she said that there were moments when she would almost make it right so she is like round the house and she is looking for the paper and the pom passed as through her and she grabbed a pen just as its going through her and then she said it was like she would reach up with her other hand and she would catch it,0.041343669250646
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,she would catch the poem by its tail and she would pull it backwards into her body as she was transcribing on the page and in these instances the poem would come up on the page perfect and intact but backwards from the last word to the 1st,should catch the poem by its tall and she would pull it backwards into her body as she was transcribing on the page and in these instances the pome would come up on the page perfect and intact but backwards from the last word to the 1st,0.016736401673640166
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,so when i heard that i was like that is you know that is uncanny that is exactly what my creative process is like,so when i heard that i was its only now that uncanny that exactly what my grave prose is like,0.07964601769911504
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,it is not at all my creative process i am not the pipeline you know like i am a mule and the way that i have to work is that i have to get up at the same time every day and like sweat and labor and like barrel through it really awkwardly but even i in my mulishness even i have brushed up against that thing,not at all what my trade of roses is not the pip in you now like a mill and the way that i have to work is that i have to get up the same time every day like sweat and labor and like barley thro arly orly but even in my listeners even have brushed up against that thing,0.0749185667752443
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,you know at times and i would imagine that a lot of you have too you know like even i have had work or ideas come through me from a source that i honestly cannot identify and what is that thing and how are we to relate to it in a way that will not make us lose our minds but in fact might actually keep us sane and for me the best contemporary example,now at times and i would imagine that a lot of you have to hunt like even i have had work or ideas come through me from a sore that anstey can not identify and what is that thing and how are we to relate to it in a way that will not make us laws are minds but in fact mealy cap as sane and for me the best contemporary example,0.042735042735042736
<F0_F>,ElizabethGilbert_2009,Elizabeth_Gilbert,that i have of how to do that is the musician tom waits who i got to interview several years ago on a on a magazine assignment and we were talking about this and you know you you know tom i mean for most of his life he was pretty much the embodiment of the tormented contemporary modern artist you know like trying to,that i have of how to do that is the mission tom was how i got to interview me several years ago an am an again simon and we were taken about this and you now you young tom men for most of his life he was pre much the bad men of the tormented contemporary modern artist unlike trying to,0.0694006309148265
