audio_path,reference,wer,wspr_hyp,wspr_prob,gtts_ll,gtts_prior,gtts_delta
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ017-0044.wav,and the deepest anxiety was felt that the crime if crime there had been should be brought home to its perpetrator,0.0,and the deepest anxiety was felt that the crime if crime there had been should be brought home to its perpetrator,-8.074576377868652,9133.4140625,-68804.2265625,77937.640625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ017-0070.wav,but his sporting operations did not prosper and he became a needy man always driven to desperate straits for cash,0.0,but his sporting operations did not prosper and he became a needy man always driven to desperate straits for cash,-12.770009994506836,11264.5859375,-78031.0703125,89295.65625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ017-0070.wav,but his sporting operations did not prosper and he became a needy man always driven to desperate straits for cash,0.05,but his sporting operations did not prosper and he became a needy man always driven to desperate straights for cash,-16.331989288330078,11752.1796875,-78026.28125,89778.4609375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0020.wav,he never reached the cistern but fell back into the yard injuring his legs severely,0.0666666666666666,he never reached the cistern but felt back into the yard injuring his legs severely,-5.797179222106934,7903.8359375,-53193.6875,61097.5234375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0020.wav,he never reached the cistern but fell back into the yard injuring his legs severely,0.0,he never reached the cistern but fell back into the yard injuring his legs severely,-6.312217712402344,7767.7734375,-53200.60546875,60968.37890625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ045-0230.wav,when he was finally apprehended in the texas theater although it is not fully corroborated by others who were present,0.0,when he was finally apprehended in the texas theater although it is not fully corroborated by others who were present,-12.973356246948242,11249.7578125,-69537.3515625,80787.109375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ035-0129.wav,and she must have run down the stairs ahead of oswald and would probably have seen or heard him,0.1052631578947368,and she must have run down the stairs a head of oswald and would probably have seen or heard him,-6.333892822265625,7509.57421875,-51338.2578125,58847.83203125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ035-0129.wav,and she must have run down the stairs ahead of oswald and would probably have seen or heard him,0.0,and she must have run down the stairs ahead of oswald and would probably have seen or heard him,-13.156429290771484,7622.421875,-51331.75,58954.171875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ035-0129.wav,and she must have run down the stairs ahead of oswald and would probably have seen or heard him,0.1578947368421052,and she must have run down the stairs a head of oswald and would probably have seen or heard him .,-13.853428840637209,7973.0390625,-51328.9921875,59302.03125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ035-0129.wav,and she must have run down the stairs ahead of oswald and would probably have seen or heard him,0.1578947368421052,and she must have run down the stairs a head of oswald and would probably have seen or heard him ..,-14.228428840637209,7368.078125,-51386.78515625,58754.86328125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ008-0307.wav,afterwards express a wish to murder the recorder for having kept them so long in suspense,0.0,afterwards express a wish to murder the recorder for having kept them so long in suspense,-5.152566432952881,6603.8046875,-62491.6484375,69095.453125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ008-0307.wav,afterwards express a wish to murder the recorder for having kept them so long in suspense,0.0625,afterwards express and wish to murder the recorder for having kept them so long in suspense,-6.544750690460205,6842.60546875,-62505.69140625,69348.296875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ008-0307.wav,afterwards express a wish to murder the recorder for having kept them so long in suspense,0.0625,afterwards express a wish to murder the recorder for having kept them so long and suspense,-7.200133800506592,6960.703125,-62465.8203125,69426.5234375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ008-0294.wav,nearly indefinitely deferred,0.0,nearly indefinitely deferred,-9.13917350769043,2823.525390625,-20885.798828125,23709.32421875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0148.wav,on october 25,0.3333333333333333,on october 25th,-10.78622341156006,2931.896484375,-16446.849609375,19378.74609375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0148.wav,on october 25,0.3333333333333333,on oct 25,-15.047372817993164,2805.72265625,-16436.20703125,19241.9296875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ008-0111.wav,they entered a stone cold room and were presently joined by the prisoner,0.0,they entered a stone cold room and were presently joined by the prisoner,-4.671417713165283,5975.80859375,-42954.390625,48930.19921875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ008-0111.wav,they entered a stone cold room and were presently joined by the prisoner,0.1538461538461538,they entered a stone cold room and were presently joined to buy the prisoner,-8.538002014160156,6113.75,-42930.90625,49044.65625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ034-0042.wav,that he could only testify with certainty that the print was less than 3 days old,0.0,that he could only testify with certainty that the print was less than 3 days old,-5.400101661682129,7829.01953125,-48889.0625,56718.08203125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ037-0234.wav,missus mary brock the wife of a mechanic who worked at the station was there at the time and she saw a white male,0.0,missus mary brock the wife of a mechanic who worked at the station was there at the time and she saw a white male,-7.583251476287842,11979.375,-75904.8359375,87884.2109375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ037-0234.wav,missus mary brock the wife of a mechanic who worked at the station was there at the time and she saw a white male,0.0416666666666666,missus mary brock the wife of a mechanic who worked at the station was there at the time and she saw a white male .,-13.91575050354004,11816.421875,-75893.6484375,87710.0703125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ040-0002.wav,chapter 7 lee harvey oswald background and possible motives part one,0.0,chapter 7 lee harvey oswald background and possible motives part one,-11.811305046081545,6324.109375,-61136.015625,67460.125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ045-0140.wav,the arguments he used to justify his use of the alias suggest that oswald may have come to think that the whole world was becoming involved,0.0,the arguments he used to justify his use of the alias suggest that oswald may have come to think that the whole world was becoming involved,-8.779211044311523,11698.8125,-89589.046875,101287.859375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ045-0140.wav,the arguments he used to justify his use of the alias suggest that oswald may have come to think that the whole world was becoming involved,0.0384615384615384,the arguments he used to justify his use of the alias suggests that oswald may have come to think that the whole world was becoming involved,-9.303688049316406,11493.5390625,-89542.9296875,101036.46875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ012-0035.wav,the number and names on watches were carefully removed or obliterated after the goods passed out of his hands,0.0,the number and names on watches were carefully removed or obliterated after the goods passed out of his hands,-8.305394172668457,9020.28125,-69023.984375,78044.265625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ012-0250.wav,on the 7th july 1837,0.2,on the 7th of july 1837,-2.5461573600769043,3132.810546875,-26060.75390625,29193.564453125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ012-0250.wav,on the 7th july 1837,0.0,on the 7th july 1837,-3.817988872528076,3012.07421875,-26083.87890625,29095.953125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ012-0250.wav,on the 7th july 1837,0.4,on the 7th of july 1837 .,-5.757094860076904,3058.015625,-26060.732421875,29118.748046875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ012-0250.wav,on the 7th july 1837,0.4,on the 7th of july 18th,-6.05401611328125,2593.623046875,-26119.052734375,28712.67578125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ012-0250.wav,on the 7th july 1837,0.4,on the 7th july 18th 37,-6.096342086791992,2919.857421875,-26097.7265625,29017.583984375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ012-0250.wav,on the 7th july 1837,0.6,on the 7th of july 18 37,-6.704483509063721,3136.544921875,-26064.857421875,29201.40234375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ012-0250.wav,on the 7th july 1837,0.4,on the 7th july 18 37,-7.218259811401367,3064.361328125,-26089.05859375,29153.419921875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0179.wav,contracted with sheriffs and conveners to work by the job,0.0,contracted with sheriffs and conveners to work by the job,-6.179445743560791,5253.11328125,-35036.484375,40289.59765625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0138.wav,at a distance from the prison,0.0,at a distance from the prison,-8.948141098022461,1293.8984375,-17313.51953125,18607.41796875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0138.wav,at a distance from the prison,0.1666666666666666,add a distance from the prison,-11.023042678833008,1383.009765625,-17299.6484375,18682.658203125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ027-0052.wav,these principles of homology are essential to a correct interpretation of the facts of morphology,0.0,these principles of homology are essential to a correct interpretation of the facts of morphology,-5.422882080078125,6965.984375,-65908.3984375,72874.3828125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0134.wav,on one occasion missus johnson accompanied by 2 secret service agents left the room to see missus kennedy and missus connally,0.1428571428571428,on one occasion missus johnson a company by 2 secret service agents left the room to see missus kennedy and missus connolly,-9.109379768371582,10735.7890625,-81193.6171875,91929.40625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0134.wav,on one occasion missus johnson accompanied by 2 secret service agents left the room to see missus kennedy and missus connally,0.1428571428571428,on one occasion missus johnson a company by 2 secret service agents left the room to see missus kennedy and missus connelly,-10.62806510925293,10299.84375,-81291.265625,91591.109375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ019-0273.wav,which sir joshua jebb told the committee he considered the proper elements of penal discipline,0.0666666666666666,which sir joshua jeb told the committee he considered the proper elements of penal discipline,-7.438014984130859,7044.890625,-56831.8046875,63876.6953125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ019-0273.wav,which sir joshua jebb told the committee he considered the proper elements of penal discipline,0.0666666666666666,which sir joshua jev told the committee he considered the proper elements of penal discipline,-9.171919822692873,7216.390625,-56868.375,64084.765625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ014-0110.wav,at the 1st the boxes were impounded opened and found to contain many of 0 connor is effects,0.0,at the 1st the boxes were impounded opened and found to contain many of 0 connor is effects,-6.781632423400879,7249.9140625,-59064.09375,66314.0078125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ034-0160.wav,on brennan is subsequent certain identification of lee harvey oswald as the man he saw fire the rifle,0.0,on brennan is subsequent certain identification of lee harvey oswald as the man he saw fire the rifle,-14.819406509399414,9651.8203125,-70050.0625,79701.8828125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ034-0160.wav,on brennan is subsequent certain identification of lee harvey oswald as the man he saw fire the rifle,0.0555555555555555,on brennan is subsequent certain identification of lee harvey oswald as the man he saw fired the rifle,-15.977163314819336,9388.0390625,-70035.34375,79423.3828125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ034-0160.wav,on brennan is subsequent certain identification of lee harvey oswald as the man he saw fire the rifle,0.0555555555555555,on brandon is subsequent certain identification of lee harvey oswald as the man he saw fire the rifle,-16.034175872802734,9789.390625,-70060.59375,79849.984375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ038-0199.wav,11 if i am alive and taken prisoner,0.0,11 if i am alive and taken prisoner,-5.31302547454834,4935.24609375,-27023.96875,31959.21484375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ038-0199.wav,11 if i am alive and taken prisoner,0.25,11 if i am alive and take in prisoner,-7.396576881408691,4576.208984375,-27032.98828125,31609.197265625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ038-0199.wav,11 if i am alive and taken prisoner,0.25,11 if i am a live and taken prisoner,-7.819576263427734,5179.67578125,-26955.208984375,32134.884765625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ038-0199.wav,11 if i am alive and taken prisoner,0.125,11 if i am alive and taken prisoner .,-7.885944843292236,4875.115234375,-26965.0234375,31840.138671875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ038-0199.wav,11 if i am alive and taken prisoner,0.125,11 if i am alive and taken prisoner ..,-8.011719703674316,4937.248046875,-26961.234375,31898.482421875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ014-0010.wav,yet he could not overcome the strange fascination it had for him and remained by the side of the corpse till the stretcher came,0.0,yet he could not overcome the strange fascination it had for him and remained by the side of the corpse till the stretcher came,-13.801580429077148,7956.8125,-73168.6796875,81125.4921875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ014-0010.wav,yet he could not overcome the strange fascination it had for him and remained by the side of the corpse till the stretcher came,0.0416666666666666,yet he could not overcome the strange fascination it had for him and remained by the side of the corpse until the stretcher came,-15.505699157714844,7605.84375,-73031.609375,80637.453125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ033-0047.wav,i noticed when i went out that the light was on end quote,0.0,i noticed when i went out that the light was on end quote,-4.192535877227783,5731.88671875,-39882.125,45614.01171875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ033-0047.wav,i noticed when i went out that the light was on end quote,0.0769230769230769,i noticed when i went out that the light was on and quote,-4.292717933654785,5930.53515625,-39888.8125,45819.34765625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ033-0047.wav,i noticed when i went out that the light was on end quote,0.1538461538461538,i noticed when i went out that the light was on and quote .,-6.948967933654785,6014.796875,-39887.96875,45902.765625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ040-0027.wav,he was never satisfied with anything,0.0,he was never satisfied with anything,-9.638067245483398,2435.5390625,-21223.359375,23658.8984375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ048-0228.wav,and others who were present say that no agent was inebriated or acted improperly,0.2142857142857142,and others who were present say that no agent was a knee breated or acted improperly,-6.24247932434082,10192.22265625,-52022.3046875,62214.52734375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ048-0228.wav,and others who were present say that no agent was inebriated or acted improperly,0.2142857142857142,and others who were present say that no agent was an e breated or acted improperly,-7.524294376373291,10349.7421875,-51995.52734375,62345.26953125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ048-0228.wav,and others who were present say that no agent was inebriated or acted improperly,0.0714285714285714,and others who were present say that no agent was anebriated or acted improperly,-7.565409183502197,10482.22265625,-51986.2109375,62468.43359375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ048-0228.wav,and others who were present say that no agent was inebriated or acted improperly,0.0,and others who were present say that no agent was inebriated or acted improperly,-8.328095436096191,10157.66796875,-51935.53125,62093.19921875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ048-0228.wav,and others who were present say that no agent was inebriated or acted improperly,0.2142857142857142,and others who were present say that no agent was an e breathed or acted improperly,-8.589848518371582,10164.70703125,-51985.98828125,62150.6953125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ048-0228.wav,and others who were present say that no agent was inebriated or acted improperly,0.2142857142857142,and others who were present say that no agent was a knee breathed or acted improperly,-9.05603313446045,10340.66796875,-51941.50390625,62282.171875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ048-0228.wav,and others who were present say that no agent was inebriated or acted improperly,0.2142857142857142,and others who were present say that no agent was an e braeated or acted improperly,-9.088638305664062,10166.6328125,-52017.515625,62184.1484375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ048-0228.wav,and others who were present say that no agent was inebriated or acted improperly,0.2142857142857142,and others who were present say that no agent was an e briated or acted improperly,-9.191221237182615,9962.859375,-52005.34375,61968.203125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ003-0111.wav,he was in consequence put out of the protection of their internal law end quote their code was a subject of some curiosity,0.0,he was in consequence put out of the protection of their internal law end quote their code was a subject of some curiosity,-6.767829418182373,10713.4765625,-83889.3828125,94602.859375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ008-0258.wav,let me retrace my steps and speak more in detail of the treatment of the condemned in those bloodthirsty and brutally indifferent days,0.0869565217391304,let me retrace my steps and speak more in detail of the treatment of the condemned in those bloodthirsty and brutally in different days,-7.070581436157227,11072.4296875,-86443.953125,97516.3828125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ008-0258.wav,let me retrace my steps and speak more in detail of the treatment of the condemned in those bloodthirsty and brutally indifferent days,0.0869565217391304,let me retrace my steps and speak more in detail of the treatment of the condemned in those bloodthirsty and brutally in,-7.6157732009887695,11053.46875,-86408.75,97462.21875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ008-0258.wav,let me retrace my steps and speak more in detail of the treatment of the condemned in those bloodthirsty and brutally indifferent days,0.0434782608695652,let me retrace my steps and speak more in detail of the treatment of the condemned in those bloodthirsty and brutally indifferent,-7.8970232009887695,10817.25,-86532.4375,97349.6875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ029-0022.wav,the original plan called for the president to spend only one day in the state making whirlwind visits to dallas fort worth san antonio and houston,0.0769230769230769,the original plan called for the president to spend only one day in the state making whirl wind visits to dallas fort worth san antonio and houston,-8.603187561035156,14044.4296875,-91947.90625,105992.3359375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ029-0022.wav,the original plan called for the president to spend only one day in the state making whirlwind visits to dallas fort worth san antonio and houston,0.1153846153846153,the original plan called for the president to spend only one day in the state making her old wind visits to dallas fort worth san antonio and houston,-10.771016120910645,13838.0,-91896.4453125,105734.4453125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ029-0022.wav,the original plan called for the president to spend only one day in the state making whirlwind visits to dallas fort worth san antonio and houston,0.0,the original plan called for the president to spend only one day in the state making whirlwind visits to dallas fort worth san antonio and houston,-10.905176162719728,14358.2421875,-91967.234375,106325.4765625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ029-0022.wav,the original plan called for the president to spend only one day in the state making whirlwind visits to dallas fort worth san antonio and houston,0.0769230769230769,the original plan called for the president to spend only one day in the state making world wind visits to dallas fort worth san antonio and houston,-10.987753868103027,14389.4296875,-91976.09375,106365.5234375
